Region,Ort,Land,Breitengrad,Laengengrad,MittelC_1961_1990,Jahr,AnomalieC
Asien,Shenyang,CN,41.733,123.517,8.43,2018,0.41
Asien,Shenyang,CN,41.733,123.517,8.43,2019,1.07
Asien,Shenyang,CN,41.733,123.517,8.43,2020,0.96
Asien,Shenyang,CN,41.733,123.517,8.43,2021,0.93
Asien,Shenyang,CN,41.733,123.517,8.43,2022,0.59
Asien,Shenyang,CN,41.733,123.517,8.43,2023,1.46
Asien,Shenyang,CN,41.733,123.517,8.43,2024,1.52
Asien,Linjiang,CN,41.717,126.917,5.67,1953,-0.78
Asien,Linjiang,CN,41.717,126.917,5.67,1954,-0.55
Asien,Linjiang,CN,41.717,126.917,5.67,1955,0.04
Asien,Linjiang,CN,41.717,126.917,5.67,1956,-1.45
Asien,Linjiang,CN,41.717,126.917,5.67,1957,-0.86
Asien,Linjiang,CN,41.717,126.917,5.67,1958,0.28
Asien,Linjiang,CN,41.717,126.917,5.67,1959,0.62
Asien,Linjiang,CN,41.717,126.917,5.67,1960,-0.15
Asien,Linjiang,CN,41.717,126.917,5.67,1961,0.31
Asien,Linjiang,CN,41.717,126.917,5.67,1962,-0.18
Asien,Linjiang,CN,41.717,126.917,5.67,1963,-0.46
Asien,Linjiang,CN,41.717,126.917,5.67,1964,-0.54
Asien,Linjiang,CN,41.717,126.917,5.67,1965,-0.59
Asien,Linjiang,CN,41.717,126.917,5.67,1966,-0.24
Asien,Linjiang,CN,41.717,126.917,5.67,1967,-0.31
Asien,Linjiang,CN,41.717,126.917,5.67,1968,0.08
Asien,Linjiang,CN,41.717,126.917,5.67,1969,-1.15
Asien,Linjiang,CN,41.717,126.917,5.67,1970,-0.49
Asien,Linjiang,CN,41.717,126.917,5.67,1971,-0.15
Asien,Linjiang,CN,41.717,126.917,5.67,1972,-0.57
Asien,Linjiang,CN,41.717,126.917,5.67,1973,-0.01
Asien,Linjiang,CN,41.717,126.917,5.67,1974,-0.26
Asien,Linjiang,CN,41.717,126.917,5.67,1975,0.69
Asien,Linjiang,CN,41.717,126.917,5.67,1976,-0.62
Asien,Linjiang,CN,41.717,126.917,5.67,1977,0.38
Asien,Linjiang,CN,41.717,126.917,5.67,1978,0.05
Asien,Linjiang,CN,41.717,126.917,5.67,1979,0.5
Asien,Linjiang,CN,41.717,126.917,5.67,1980,-0.25
Asien,Linjiang,CN,41.717,126.917,5.67,1981,-0.03
Asien,Linjiang,CN,41.717,126.917,5.67,1982,0.74
Asien,Linjiang,CN,41.717,126.917,5.67,1983,0.42
Asien,Linjiang,CN,41.717,126.917,5.67,1984,-0.18
Asien,Linjiang,CN,41.717,126.917,5.67,1985,-0.36
Asien,Linjiang,CN,41.717,126.917,5.67,1986,-0.03
Asien,Linjiang,CN,41.717,126.917,5.67,1987,-0.15
Asien,Linjiang,CN,41.717,126.917,5.67,1988,0.65
Asien,Linjiang,CN,41.717,126.917,5.67,1989,1.19
Asien,Linjiang,CN,41.717,126.917,5.67,1990,1.56
Asien,Linjiang,CN,41.717,126.917,5.67,1991,0.28
Asien,Linjiang,CN,41.717,126.917,5.67,1992,0.53
Asien,Linjiang,CN,41.717,126.917,5.67,1993,0.4
Asien,Linjiang,CN,41.717,126.917,5.67,1994,1.05
Asien,Linjiang,CN,41.717,126.917,5.67,1995,0.66
Asien,Linjiang,CN,41.717,126.917,5.67,1996,0.25
Asien,Linjiang,CN,41.717,126.917,5.67,1997,0.84
Asien,Linjiang,CN,41.717,126.917,5.67,1998,2.48
Asien,Linjiang,CN,41.717,126.917,5.67,1999,1.2
Asien,Linjiang,CN,41.717,126.917,5.67,2000,0.49
Asien,Linjiang,CN,41.717,126.917,5.67,2001,0.64
Asien,Linjiang,CN,41.717,126.917,5.67,2002,0.91
Asien,Linjiang,CN,41.717,126.917,5.67,2003,0.94
Asien,Linjiang,CN,41.717,126.917,5.67,2004,1.27
Asien,Linjiang,CN,41.717,126.917,5.67,2005,0.16
Asien,Linjiang,CN,41.717,126.917,5.67,2006,1.01
Asien,Linjiang,CN,41.717,126.917,5.67,2007,1.65
Asien,Linjiang,CN,41.717,126.917,5.67,2008,1.52
Asien,Linjiang,CN,41.717,126.917,5.67,2009,0.71
Asien,Linjiang,CN,41.717,126.917,5.67,2010,0.12
Asien,Linjiang,CN,41.717,126.917,5.67,2011,0.14
Asien,Linjiang,CN,41.717,126.917,5.67,2012,-0.27
Asien,Linjiang,CN,41.717,126.917,5.67,2013,-0.63
Asien,Linjiang,CN,41.717,126.917,5.67,2014,0.23
Asien,Linjiang,CN,41.717,126.917,5.67,2015,0.16
Asien,Linjiang,CN,41.717,126.917,5.67,2016,-0.14
Asien,Linjiang,CN,41.717,126.917,5.67,2017,-0.18
Asien,Linjiang,CN,41.717,126.917,5.67,2018,0.06
Asien,Linjiang,CN,41.717,126.917,5.67,2019,0.45
Asien,Linjiang,CN,41.717,126.917,5.67,2020,1.19
Asien,Linjiang,CN,41.717,126.917,5.67,2021,1.35
Asien,Linjiang,CN,41.717,126.917,5.67,2022,0.52
Asien,Linjiang,CN,41.717,126.917,5.67,2023,1.34
Asien,Linjiang,CN,41.717,126.917,5.67,2024,2.14
Asien,Huailai,CN,40.417,115.5,9.63,1954,-1.26
Asien,Huailai,CN,40.417,115.5,9.63,1955,-0.03
Asien,Huailai,CN,40.417,115.5,9.63,1956,-1.78
Asien,Huailai,CN,40.417,115.5,9.63,1957,-1.49
Asien,Huailai,CN,40.417,115.5,9.63,1958,-0.3
Asien,Huailai,CN,40.417,115.5,9.63,1959,-0.2
Asien,Huailai,CN,40.417,115.5,9.63,1960,0.11
Asien,Huailai,CN,40.417,115.5,9.63,1961,0.76
Asien,Huailai,CN,40.417,115.5,9.63,1962,0.01
Asien,Huailai,CN,40.417,115.5,9.63,1963,0.28
Asien,Huailai,CN,40.417,115.5,9.63,1964,-0.59
Asien,Huailai,CN,40.417,115.5,9.63,1965,0.33
Asien,Huailai,CN,40.417,115.5,9.63,1966,-0.2
Asien,Huailai,CN,40.417,115.5,9.63,1967,-0.56
Asien,Huailai,CN,40.417,115.5,9.63,1968,-0.29
Asien,Huailai,CN,40.417,115.5,9.63,1969,-1.22
Asien,Huailai,CN,40.417,115.5,9.63,1970,-0.9
Asien,Huailai,CN,40.417,115.5,9.63,1971,-0.58
Asien,Huailai,CN,40.417,115.5,9.63,1972,-0.28
Asien,Huailai,CN,40.417,115.5,9.63,1973,-0.03
Asien,Huailai,CN,40.417,115.5,9.63,1974,-0.76
Asien,Huailai,CN,40.417,115.5,9.63,1975,0.74
Asien,Huailai,CN,40.417,115.5,9.63,1976,-0.69
Asien,Huailai,CN,40.417,115.5,9.63,1977,0.19
Asien,Huailai,CN,40.417,115.5,9.63,1978,0.44
Asien,Huailai,CN,40.417,115.5,9.63,1979,-0.27
Asien,Huailai,CN,40.417,115.5,9.63,1980,-0.16
Asien,Huailai,CN,40.417,115.5,9.63,1981,0.01
Asien,Huailai,CN,40.417,115.5,9.63,1982,0.73
Asien,Huailai,CN,40.417,115.5,9.63,1983,0.75
Asien,Huailai,CN,40.417,115.5,9.63,1984,-0.28
Asien,Huailai,CN,40.417,115.5,9.63,1985,-0.4
Asien,Huailai,CN,40.417,115.5,9.63,1986,-0.04
Asien,Huailai,CN,40.417,115.5,9.63,1987,0.61
Asien,Huailai,CN,40.417,115.5,9.63,1988,0.53
Asien,Huailai,CN,40.417,115.5,9.63,1989,1.01
Asien,Huailai,CN,40.417,115.5,9.63,1990,0.84
Asien,Huailai,CN,40.417,115.5,9.63,1991,0.54
Asien,Huailai,CN,40.417,115.5,9.63,1992,0.61
Asien,Huailai,CN,40.417,115.5,9.63,1993,0.88
Asien,Huailai,CN,40.417,115.5,9.63,1994,1.61
Asien,Huailai,CN,40.417,115.5,9.63,1995,0.89
Asien,Huailai,CN,40.417,115.5,9.63,1996,0.52
Asien,Huailai,CN,40.417,115.5,9.63,1997,1.42
Asien,Huailai,CN,40.417,115.5,9.63,1998,1.94
Asien,Huailai,CN,40.417,115.5,9.63,1999,1.92
Asien,Huailai,CN,40.417,115.5,9.63,2000,0.94
Asien,Huailai,CN,40.417,115.5,9.63,2001,1.66
Asien,Huailai,CN,40.417,115.5,9.63,2002,1.92
Asien,Huailai,CN,40.417,115.5,9.63,2003,1.28
Asien,Huailai,CN,40.417,115.5,9.63,2004,1.59
Asien,Huailai,CN,40.417,115.5,9.63,2005,1.11
Asien,Huailai,CN,40.417,115.5,9.63,2006,1.58
Asien,Huailai,CN,40.417,115.5,9.63,2007,2.13
Asien,Huailai,CN,40.417,115.5,9.63,2008,0.72
Asien,Huailai,CN,40.417,115.5,9.63,2009,0.99
Asien,Huailai,CN,40.417,115.5,9.63,2010,-0.18
Asien,Huailai,CN,40.417,115.5,9.63,2011,0.34
Asien,Huailai,CN,40.417,115.5,9.63,2012,-0.06
Asien,Huailai,CN,40.417,115.5,9.63,2013,0.39
Asien,Huailai,CN,40.417,115.5,9.63,2014,1.01
Asien,Huailai,CN,40.417,115.5,9.63,2015,0.74
Asien,Huailai,CN,40.417,115.5,9.63,2016,0.8
Asien,Huailai,CN,40.417,115.5,9.63,2017,1.05
Asien,Huailai,CN,40.417,115.5,9.63,2018,0.8
Asien,Huailai,CN,40.417,115.5,9.63,2019,1.2
Asien,Huailai,CN,40.417,115.5,9.63,2020,1.35
Asien,Huailai,CN,40.417,115.5,9.63,2021,1.57
Asien,Huailai,CN,40.417,115.5,9.63,2022,1.21
Asien,Huailai,CN,40.417,115.5,9.63,2023,2.0
Asien,Huailai,CN,40.417,115.5,9.63,2024,2.14
Asien,Chengde,CN,40.967,117.917,9.47,1951,0.42
Asien,Chengde,CN,40.967,117.917,9.47,1952,-0.33
Asien,Chengde,CN,40.967,117.917,9.47,1953,-0.33
Asien,Chengde,CN,40.967,117.917,9.47,1954,-0.59
Asien,Chengde,CN,40.967,117.917,9.47,1955,0.28
Asien,Chengde,CN,40.967,117.917,9.47,1956,-1.63
Asien,Chengde,CN,40.967,117.917,9.47,1957,-1.58
Asien,Chengde,CN,40.967,117.917,9.47,1958,-0.09
Asien,Chengde,CN,40.967,117.917,9.47,1959,0.23
Asien,Chengde,CN,40.967,117.917,9.47,1960,0.39
Asien,Chengde,CN,40.967,117.917,9.47,1961,1.27
Asien,Chengde,CN,40.967,117.917,9.47,1962,0.15
Asien,Chengde,CN,40.967,117.917,9.47,1963,0.74
Asien,Chengde,CN,40.967,117.917,9.47,1964,-0.18
Asien,Chengde,CN,40.967,117.917,9.47,1965,0.24
Asien,Chengde,CN,40.967,117.917,9.47,1966,-0.07
Asien,Chengde,CN,40.967,117.917,9.47,1967,-0.16
Asien,Chengde,CN,40.967,117.917,9.47,1968,0.05
Asien,Chengde,CN,40.967,117.917,9.47,1969,-1.28
Asien,Chengde,CN,40.967,117.917,9.47,1970,-0.51
Asien,Chengde,CN,40.967,117.917,9.47,1971,-0.13
Asien,Chengde,CN,40.967,117.917,9.47,1972,0.02
Asien,Chengde,CN,40.967,117.917,9.47,1973,-0.05
Asien,Chengde,CN,40.967,117.917,9.47,1974,-0.63
Asien,Chengde,CN,40.967,117.917,9.47,1975,0.93
Asien,Chengde,CN,40.967,117.917,9.47,1976,-0.41
Asien,Chengde,CN,40.967,117.917,9.47,1977,0.14
Asien,Chengde,CN,40.967,117.917,9.47,1978,0.17
Asien,Chengde,CN,40.967,117.917,9.47,1979,-0.44
Asien,Chengde,CN,40.967,117.917,9.47,1980,-0.52
Asien,Chengde,CN,40.967,117.917,9.47,1981,-0.07
Asien,Chengde,CN,40.967,117.917,9.47,1982,0.64
Asien,Chengde,CN,40.967,117.917,9.47,1983,0.68
Asien,Chengde,CN,40.967,117.917,9.47,1984,-0.53
Asien,Chengde,CN,40.967,117.917,9.47,1985,-0.85
Asien,Chengde,CN,40.967,117.917,9.47,1986,-0.3
Asien,Chengde,CN,40.967,117.917,9.47,1987,-0.1
Asien,Chengde,CN,40.967,117.917,9.47,1988,0.15
Asien,Chengde,CN,40.967,117.917,9.47,1989,0.6
Asien,Chengde,CN,40.967,117.917,9.47,1990,0.43
Asien,Chengde,CN,40.967,117.917,9.47,1991,-0.07
Asien,Chengde,CN,40.967,117.917,9.47,1992,0.06
Asien,Chengde,CN,40.967,117.917,9.47,1993,0.01
Asien,Chengde,CN,40.967,117.917,9.47,1994,0.93
Asien,Chengde,CN,40.967,117.917,9.47,1995,0.41
Asien,Chengde,CN,40.967,117.917,9.47,1996,-0.12
Asien,Chengde,CN,40.967,117.917,9.47,1997,0.57
Asien,Chengde,CN,40.967,117.917,9.47,1998,1.32
Asien,Chengde,CN,40.967,117.917,9.47,1999,0.89
Asien,Chengde,CN,40.967,117.917,9.47,2000,-0.21
Asien,Chengde,CN,40.967,117.917,9.47,2001,-0.2
Asien,Chengde,CN,40.967,117.917,9.47,2002,0.05
Asien,Chengde,CN,40.967,117.917,9.47,2003,0.04
Asien,Chengde,CN,40.967,117.917,9.47,2004,-0.02
Asien,Chengde,CN,40.967,117.917,9.47,2005,-0.85
Asien,Chengde,CN,40.967,117.917,9.47,2006,0.03
Asien,Chengde,CN,40.967,117.917,9.47,2007,0.43
Asien,Chengde,CN,40.967,117.917,9.47,2008,-0.15
Asien,Chengde,CN,40.967,117.917,9.47,2009,-0.22
Asien,Chengde,CN,40.967,117.917,9.47,2010,-1.21
Asien,Chengde,CN,40.967,117.917,9.47,2011,-0.13
Asien,Chengde,CN,40.967,117.917,9.47,2012,-0.59
Asien,Chengde,CN,40.967,117.917,9.47,2013,-0.51
Asien,Chengde,CN,40.967,117.917,9.47,2014,0.44
Asien,Chengde,CN,40.967,117.917,9.47,2015,0.08
Asien,Chengde,CN,40.967,117.917,9.47,2016,-0.03
Asien,Chengde,CN,40.967,117.917,9.47,2017,0.49
Asien,Chengde,CN,40.967,117.917,9.47,2018,0.16
Asien,Chengde,CN,40.967,117.917,9.47,2019,0.62
Asien,Chengde,CN,40.967,117.917,9.47,2020,0.87
Asien,Chengde,CN,40.967,117.917,9.47,2021,0.82
Asien,Chengde,CN,40.967,117.917,9.47,2022,0.62
Asien,Chengde,CN,40.967,117.917,9.47,2023,1.67
Asien,Chengde,CN,40.967,117.917,9.47,2024,1.74
Asien,Yingkou,CN,40.667,122.2,9.27,1951,-0.16
Asien,Yingkou,CN,40.667,122.2,9.27,1952,-0.68
Asien,Yingkou,CN,40.667,122.2,9.27,1953,-0.46
Asien,Yingkou,CN,40.667,122.2,9.27,1954,-0.74
Asien,Yingkou,CN,40.667,122.2,9.27,1955,0.2
Asien,Yingkou,CN,40.667,122.2,9.27,1956,-1.32
Asien,Yingkou,CN,40.667,122.2,9.27,1957,-1.37
Asien,Yingkou,CN,40.667,122.2,9.27,1958,-0.0
Asien,Yingkou,CN,40.667,122.2,9.27,1959,0.56
Asien,Yingkou,CN,40.667,122.2,9.27,1960,0.33
Asien,Yingkou,CN,40.667,122.2,9.27,1961,0.88
Asien,Yingkou,CN,40.667,122.2,9.27,1962,-0.05
Asien,Yingkou,CN,40.667,122.2,9.27,1963,0.03
Asien,Yingkou,CN,40.667,122.2,9.27,1964,-0.57
Asien,Yingkou,CN,40.667,122.2,9.27,1965,-0.01
Asien,Yingkou,CN,40.667,122.2,9.27,1966,-0.34
Asien,Yingkou,CN,40.667,122.2,9.27,1967,-0.07
Asien,Yingkou,CN,40.667,122.2,9.27,1968,0.13
Asien,Yingkou,CN,40.667,122.2,9.27,1969,-1.13
Asien,Yingkou,CN,40.667,122.2,9.27,1970,-0.49
Asien,Yingkou,CN,40.667,122.2,9.27,1971,-0.19
Asien,Yingkou,CN,40.667,122.2,9.27,1972,-0.23
Asien,Yingkou,CN,40.667,122.2,9.27,1973,0.24
Asien,Yingkou,CN,40.667,122.2,9.27,1974,-0.67
Asien,Yingkou,CN,40.667,122.2,9.27,1975,0.43
Asien,Yingkou,CN,40.667,122.2,9.27,1976,-0.82
Asien,Yingkou,CN,40.667,122.2,9.27,1977,-0.23
Asien,Yingkou,CN,40.667,122.2,9.27,1978,0.12
Asien,Yingkou,CN,40.667,122.2,9.27,1979,0.24
Asien,Yingkou,CN,40.667,122.2,9.27,1980,-0.49
Asien,Yingkou,CN,40.667,122.2,9.27,1981,-0.04
Asien,Yingkou,CN,40.667,122.2,9.27,1982,0.91
Asien,Yingkou,CN,40.667,122.2,9.27,1983,0.76
Asien,Yingkou,CN,40.667,122.2,9.27,1984,-0.07
Asien,Yingkou,CN,40.667,122.2,9.27,1985,-0.6
Asien,Yingkou,CN,40.667,122.2,9.27,1986,-0.17
Asien,Yingkou,CN,40.667,122.2,9.27,1987,-0.18
Asien,Yingkou,CN,40.667,122.2,9.27,1988,0.59
Asien,Yingkou,CN,40.667,122.2,9.27,1989,1.07
Asien,Yingkou,CN,40.667,122.2,9.27,1990,0.95
Asien,Yingkou,CN,40.667,122.2,9.27,1991,0.51
Asien,Yingkou,CN,40.667,122.2,9.27,1992,0.84
Asien,Yingkou,CN,40.667,122.2,9.27,1993,0.61
Asien,Yingkou,CN,40.667,122.2,9.27,1994,1.45
Asien,Yingkou,CN,40.667,122.2,9.27,1995,1.14
Asien,Yingkou,CN,40.667,122.2,9.27,1996,0.51
Asien,Yingkou,CN,40.667,122.2,9.27,1997,1.08
Asien,Yingkou,CN,40.667,122.2,9.27,1998,1.79
Asien,Yingkou,CN,40.667,122.2,9.27,1999,1.21
Asien,Yingkou,CN,40.667,122.2,9.27,2000,0.43
Asien,Yingkou,CN,40.667,122.2,9.27,2001,0.38
Asien,Yingkou,CN,40.667,122.2,9.27,2002,1.29
Asien,Yingkou,CN,40.667,122.2,9.27,2003,1.22
Asien,Yingkou,CN,40.667,122.2,9.27,2004,1.59
Asien,Yingkou,CN,40.667,122.2,9.27,2005,0.77
Asien,Yingkou,CN,40.667,122.2,9.27,2006,0.96
Asien,Yingkou,CN,40.667,122.2,9.27,2007,1.81
Asien,Yingkou,CN,40.667,122.2,9.27,2008,1.21
Asien,Yingkou,CN,40.667,122.2,9.27,2009,0.68
Asien,Yingkou,CN,40.667,122.2,9.27,2010,0.0
Asien,Yingkou,CN,40.667,122.2,9.27,2011,0.74
Asien,Yingkou,CN,40.667,122.2,9.27,2012,0.16
Asien,Yingkou,CN,40.667,122.2,9.27,2013,0.15
Asien,Yingkou,CN,40.667,122.2,9.27,2014,1.48
Asien,Yingkou,CN,40.667,122.2,9.27,2015,0.96
Asien,Yingkou,CN,40.667,122.2,9.27,2016,1.06
Asien,Yingkou,CN,40.667,122.2,9.27,2017,1.56
Asien,Yingkou,CN,40.667,122.2,9.27,2018,1.01
Asien,Yingkou,CN,40.667,122.2,9.27,2019,1.64
Asien,Yingkou,CN,40.667,122.2,9.27,2020,1.55
Asien,Yingkou,CN,40.667,122.2,9.27,2021,1.48
Asien,Yingkou,CN,40.667,122.2,9.27,2022,1.24
Asien,Yingkou,CN,40.667,122.2,9.27,2023,2.14
Asien,Yingkou,CN,40.667,122.2,9.27,2024,2.0
Asien,Dandong,CN,40.05,124.333,9.08,1951,-0.81
Asien,Dandong,CN,40.05,124.333,9.08,1952,-0.87
Asien,Dandong,CN,40.05,124.333,9.08,1953,-0.49
Asien,Dandong,CN,40.05,124.333,9.08,1954,-0.03
Asien,Dandong,CN,40.05,124.333,9.08,1955,0.12
Asien,Dandong,CN,40.05,124.333,9.08,1956,-1.35
Asien,Dandong,CN,40.05,124.333,9.08,1957,-0.58
Asien,Dandong,CN,40.05,124.333,9.08,1958,0.29
Asien,Dandong,CN,40.05,124.333,9.08,1959,0.63
Asien,Dandong,CN,40.05,124.333,9.08,1960,-0.03
Asien,Dandong,CN,40.05,124.333,9.08,1961,0.42
Asien,Dandong,CN,40.05,124.333,9.08,1962,-0.24
Asien,Dandong,CN,40.05,124.333,9.08,1963,-0.19
Asien,Dandong,CN,40.05,124.333,9.08,1964,0.3
Asien,Dandong,CN,40.05,124.333,9.08,1965,-0.31
Asien,Dandong,CN,40.05,124.333,9.08,1966,-0.42
Asien,Dandong,CN,40.05,124.333,9.08,1967,-0.11
Asien,Dandong,CN,40.05,124.333,9.08,1968,-0.04
Asien,Dandong,CN,40.05,124.333,9.08,1969,-1.11
Asien,Dandong,CN,40.05,124.333,9.08,1970,-0.36
Asien,Dandong,CN,40.05,124.333,9.08,1971,-0.35
Asien,Dandong,CN,40.05,124.333,9.08,1972,-0.24
Asien,Dandong,CN,40.05,124.333,9.08,1973,0.21
Asien,Dandong,CN,40.05,124.333,9.08,1974,-0.24
Asien,Dandong,CN,40.05,124.333,9.08,1975,1.0
Asien,Dandong,CN,40.05,124.333,9.08,1976,-0.4
Asien,Dandong,CN,40.05,124.333,9.08,1977,0.15
Asien,Dandong,CN,40.05,124.333,9.08,1978,0.49
Asien,Dandong,CN,40.05,124.333,9.08,1979,0.43
Asien,Dandong,CN,40.05,124.333,9.08,1980,-0.87
Asien,Dandong,CN,40.05,124.333,9.08,1981,-0.64
Asien,Dandong,CN,40.05,124.333,9.08,1982,0.52
Asien,Dandong,CN,40.05,124.333,9.08,1983,0.57
Asien,Dandong,CN,40.05,124.333,9.08,1984,-0.28
Asien,Dandong,CN,40.05,124.333,9.08,1985,-0.51
Asien,Dandong,CN,40.05,124.333,9.08,1986,-0.25
Asien,Dandong,CN,40.05,124.333,9.08,1987,-0.18
Asien,Dandong,CN,40.05,124.333,9.08,1988,0.46
Asien,Dandong,CN,40.05,124.333,9.08,1989,1.27
Asien,Dandong,CN,40.05,124.333,9.08,1990,0.96
Asien,Dandong,CN,40.05,124.333,9.08,1991,0.71
Asien,Dandong,CN,40.05,124.333,9.08,1992,0.73
Asien,Dandong,CN,40.05,124.333,9.08,1993,0.27
Asien,Dandong,CN,40.05,124.333,9.08,1994,1.28
Asien,Dandong,CN,40.05,124.333,9.08,1995,0.65
Asien,Dandong,CN,40.05,124.333,9.08,1996,0.3
Asien,Dandong,CN,40.05,124.333,9.08,1997,0.88
Asien,Dandong,CN,40.05,124.333,9.08,1998,1.57
Asien,Dandong,CN,40.05,124.333,9.08,1999,1.23
Asien,Dandong,CN,40.05,124.333,9.08,2000,0.53
Asien,Dandong,CN,40.05,124.333,9.08,2001,0.52
Asien,Dandong,CN,40.05,124.333,9.08,2002,0.89
Asien,Dandong,CN,40.05,124.333,9.08,2003,1.01
Asien,Dandong,CN,40.05,124.333,9.08,2004,1.11
Asien,Dandong,CN,40.05,124.333,9.08,2005,0.05
Asien,Dandong,CN,40.05,124.333,9.08,2006,1.02
Asien,Dandong,CN,40.05,124.333,9.08,2007,1.6
Asien,Dandong,CN,40.05,124.333,9.08,2008,0.98
Asien,Dandong,CN,40.05,124.333,9.08,2009,0.86
Asien,Dandong,CN,40.05,124.333,9.08,2010,0.16
Asien,Dandong,CN,40.05,124.333,9.08,2011,0.44
Asien,Dandong,CN,40.05,124.333,9.08,2012,-0.23
Asien,Dandong,CN,40.05,124.333,9.08,2013,-0.26
Asien,Dandong,CN,40.05,124.333,9.08,2014,0.8
Asien,Dandong,CN,40.05,124.333,9.08,2015,0.46
Asien,Dandong,CN,40.05,124.333,9.08,2016,0.82
Asien,Dandong,CN,40.05,124.333,9.08,2017,0.77
Asien,Dandong,CN,40.05,124.333,9.08,2018,0.25
Asien,Dandong,CN,40.05,124.333,9.08,2019,1.15
Asien,Dandong,CN,40.05,124.333,9.08,2020,1.63
Asien,Dandong,CN,40.05,124.333,9.08,2021,1.67
Asien,Dandong,CN,40.05,124.333,9.08,2022,0.98
Asien,Dandong,CN,40.05,124.333,9.08,2023,2.09
Asien,Dandong,CN,40.05,124.333,9.08,2024,2.54
Asien,Beijing,CN,39.933,116.283,12.08,1946,1.14
Asien,Beijing,CN,39.933,116.283,12.08,1951,0.03
Asien,Beijing,CN,39.933,116.283,12.08,1952,-0.29
Asien,Beijing,CN,39.933,116.283,12.08,1953,-0.23
Asien,Beijing,CN,39.933,116.283,12.08,1954,-0.52
Asien,Beijing,CN,39.933,116.283,12.08,1955,0.13
Asien,Beijing,CN,39.933,116.283,12.08,1956,-1.24
Asien,Beijing,CN,39.933,116.283,12.08,1957,-0.83
Asien,Beijing,CN,39.933,116.283,12.08,1958,0.14
Asien,Beijing,CN,39.933,116.283,12.08,1959,0.32
Asien,Beijing,CN,39.933,116.283,12.08,1960,0.27
Asien,Beijing,CN,39.933,116.283,12.08,1961,0.9
Asien,Beijing,CN,39.933,116.283,12.08,1962,0.42
Asien,Beijing,CN,39.933,116.283,12.08,1963,0.47
Asien,Beijing,CN,39.933,116.283,12.08,1964,-0.28
Asien,Beijing,CN,39.933,116.283,12.08,1965,0.09
Asien,Beijing,CN,39.933,116.283,12.08,1966,-0.73
Asien,Beijing,CN,39.933,116.283,12.08,1967,-0.68
Asien,Beijing,CN,39.933,116.283,12.08,1968,-0.16
Asien,Beijing,CN,39.933,116.283,12.08,1969,-1.4
Asien,Beijing,CN,39.933,116.283,12.08,1970,-0.89
Asien,Beijing,CN,39.933,116.283,12.08,1971,-0.58
Asien,Beijing,CN,39.933,116.283,12.08,1972,-0.45
Asien,Beijing,CN,39.933,116.283,12.08,1973,-0.3
Asien,Beijing,CN,39.933,116.283,12.08,1974,-0.72
Asien,Beijing,CN,39.933,116.283,12.08,1975,0.46
Asien,Beijing,CN,39.933,116.283,12.08,1976,-0.91
Asien,Beijing,CN,39.933,116.283,12.08,1977,-0.19
Asien,Beijing,CN,39.933,116.283,12.08,1978,-0.12
Asien,Beijing,CN,39.933,116.283,12.08,1979,-0.57
Asien,Beijing,CN,39.933,116.283,12.08,1980,-0.63
Asien,Beijing,CN,39.933,116.283,12.08,1981,0.53
Asien,Beijing,CN,39.933,116.283,12.08,1982,1.05
Asien,Beijing,CN,39.933,116.283,12.08,1983,1.25
Asien,Beijing,CN,39.933,116.283,12.08,1984,-0.0
Asien,Beijing,CN,39.933,116.283,12.08,1985,-0.34
Asien,Beijing,CN,39.933,116.283,12.08,1986,0.24
Asien,Beijing,CN,39.933,116.283,12.08,1987,0.44
Asien,Beijing,CN,39.933,116.283,12.08,1988,0.91
Asien,Beijing,CN,39.933,116.283,12.08,1989,1.3
Asien,Beijing,CN,39.933,116.283,12.08,1990,0.87
Asien,Beijing,CN,39.933,116.283,12.08,1991,0.58
Asien,Beijing,CN,39.933,116.283,12.08,1992,0.97
Asien,Beijing,CN,39.933,116.283,12.08,1993,1.03
Asien,Beijing,CN,39.933,116.283,12.08,1994,1.83
Asien,Beijing,CN,39.933,116.283,12.08,1995,1.5
Asien,Beijing,CN,39.933,116.283,12.08,1996,0.95
Asien,Beijing,CN,39.933,116.283,12.08,1997,1.11
Asien,Beijing,CN,39.933,116.283,12.08,1998,1.29
Asien,Beijing,CN,39.933,116.283,12.08,1999,1.19
Asien,Beijing,CN,39.933,116.283,12.08,2000,0.86
Asien,Beijing,CN,39.933,116.283,12.08,2001,0.87
Asien,Beijing,CN,39.933,116.283,12.08,2002,1.23
Asien,Beijing,CN,39.933,116.283,12.08,2003,1.01
Asien,Beijing,CN,39.933,116.283,12.08,2004,1.75
Asien,Beijing,CN,39.933,116.283,12.08,2005,1.4
Asien,Beijing,CN,39.933,116.283,12.08,2006,1.67
Asien,Beijing,CN,39.933,116.283,12.08,2007,2.21
Asien,Beijing,CN,39.933,116.283,12.08,2008,1.58
Asien,Beijing,CN,39.933,116.283,12.08,2009,1.46
Asien,Beijing,CN,39.933,116.283,12.08,2010,0.75
Asien,Beijing,CN,39.933,116.283,12.08,2011,1.47
Asien,Beijing,CN,39.933,116.283,12.08,2012,0.9
Asien,Beijing,CN,39.933,116.283,12.08,2013,0.31
Asien,Beijing,CN,39.933,116.283,12.08,2014,1.59
Asien,Beijing,CN,39.933,116.283,12.08,2015,1.17
Asien,Beijing,CN,39.933,116.283,12.08,2016,1.15
